,date,title,description,source
3695,2020-02-03 08:54:00-08:00,"Failure Case Study on Amazon China, 2019 - Chinese Consumers, Already Accustomed to Free & Rapid Deliveries from Local Players, Failed to see Value in Amazon's Offerings - ResearchAndMarkets.com","DUBLIN--(BUSINESS WIRE)--The ""Failure Case Study: Amazon China"" report has been added to ResearchAndMarkets.com's offering.",BusinessWire
3696,2020-02-03 08:25:27.754000-08:00,Goldman Eyes Offering Small-Business Loans in Deal With Amazon,"Goldman Sachs Group Inc. is in discussions with Amazon.com Inc. to offer small-business loans through the tech giant’s platform, according to a person with knowledge of the matter.",Bloomberg
3697,2020-02-03 08:09:00-08:00,"Goldman, Amazon in talks to offer small business loans - FT","Goldman Sachs (GS +1.6%) is building technology that would allow it to offer loans to small- and medium-sized businesses over Amazon's (AMZN +1.2%) lending platform, the Financial Times reports, citing two people who were briefed on the situation.The project is likely to involve attaching Goldman's brand to the Amazon product and could go live as soon as March, one of the people said.An Amazon tie-up would follow the bank's partnership with Apple that resulted in the Apple credit card last year.At the end of last year, Amazon had outstanding small business loans of more than $863M on its own balance sheet.For the past eight years, the tech giant has lent to small businesses that sell on its site, using data it collects on their cash positions to give quick decisions on loans in a handful of countries.",Seeking Alpha
3698,2020-02-03 07:34:46-08:00,Goldman in talks with Amazon to offer small business loans: FT,"Goldman Sachs Group Inc is in advanced talks with Amazon.com Inc to offer small- and medium-sized businesses loans in the United States on the e-commerce giant's lending platform, the Financial Times reported on Monday.",Reuters
3699,2020-02-03 07:23:05-08:00,Goldman Sachs in talks with Amazon to offer small business loans: FT,"Goldman Sachs Group is in advanced talks with Amazon.com Inc to offer small business loans in the United States on the e-commerce giant's lending platform, the Financial Times reported on Monday.",Reuters
3700,2020-02-03 02:37:00-08:00,Crest View International Reports on Amazon as Stock Surges on Increased Prime Subscribers,"HONG KONG--(BUSINESS WIRE)--Crest View International, a Hong Kong-based wealth management company has reported on American multinational technology company, Amazon Inc. as the company’s stock rallied over 7.4% on Friday.",BusinessWire
3701,2020-02-03 01:57:35-08:00,Amazon: More Room To Run Based On Accelerated Growth,,Seeking Alpha Stock Ideas
3702,2020-02-02 20:20:00-08:00,Amazon wins at the 2020 Kellogg School Super Bowl Advertising Review,"Amazon is a big winner in strategic ad rankings with its ""#BeforeAlexa"" ad in the 16th consecutive Kellogg School Super Bowl Advertising Review....",PR Newswire
3703,2020-02-02 07:01:01-08:00,"More retailers file for bankruptcy twice as they struggle with rising debt, pressure from Amazon","Over the years, numerous retail chains have filed for bankruptcy protection twice. Examples include Barneys New York, RadioShack, Wet Seal and American Apparel.",CNBC
3704,2020-02-02 06:35:07-08:00,Amazon.com’s (AMZN) “Buy” Rating Reiterated at SunTrust Banks,"SunTrust Banks reiterated their buy rating on shares of Amazon.com (NASDAQ:AMZN) in a research report sent to investors on Thursday morning, The Fly reports. The firm currently has a $2,450.00 price target on the e-commerce giant’s...",The Stock Observer
3705,2020-02-01 13:03:00-08:00,Bulls raise Amazon targets on grocery strength,"KeyBanc maintains an Overweight rating on Amazon (NASDAQ:AMZN) and raises the target from $200 to $2,400 after the earnings call revealed that grocery deliveries more than doubled Y/Y.The bank says its conversations with AMZN point towards grocery's strategic importance.KeyBanc does have some concerns that Whole Foods delivery might cause ""throughput issues during peak time and believe that Amazon will begin to innovate with store layouts to mitigate ship-from-store issues.""Amazon is also expected to launch a new, large-format grocery chain this year.Wedbush (Outperform) raises Amazon from $2,000 to $2,325, saying the firm has ""likely underestimated Amazon’s potential to gain share in grocery.""Amazon shares closed today up 7.4% to $2,008.72. The company has a Very Bullish average Sell Side rating.",Seeking Alpha
3706,2020-02-01 11:16:46-08:00,Amazon.com’s (AMZN) “Overweight” Rating Reaffirmed at Wells Fargo & Co,"Wells Fargo & Co reiterated their overweight rating on shares of Amazon.com (NASDAQ:AMZN) in a research report released on Friday, The Fly reports. Wells Fargo & Co currently has a $2,500.00 price target on the e-commerce...",The Stock Observer
3707,2020-01-31 17:11:54-08:00,"Amazon holiday quarter delivers, threatens profit squeeze for UPS and FedEx","Amazon.com Inc's rapid expansion of one-day shipping delivered a strong holiday quarter and showed the rising ambition of the company, which in six years has created a network that handles nearly as many packages as FedEx Corp .",Reuters
3708,2020-01-31 12:33:24-08:00,"Tesla: Tracking The Amazon/Apple Paradigms, And It's Still Early Days",,Seeking Alpha Stock Ideas
3709,2020-01-31 11:57:44-08:00,"Stock Analysts’ Price Target Changes for January, 31st (AAV, AMZN, ATH, BIR, BLN, BNE, BTE, CAE, CJ, CJT)","Stock Analysts’ price target changes for Friday, January 31st: Advantage Oil & Gas (TSE:AAV) (NYSE:AAV) had its price target reduced by National Bank Financial from C$3.50 to C$3.00. National Bank Financial currently has...",The Stock Observer
3710,2020-01-31 10:00:27-08:00,Amazon: One Of The Best Long-Term Investment In The Tech Sector,,Seeking Alpha Stock Ideas
3711,2020-01-31 08:47:00-08:00,Amazon Delivers In A Big Way And Analysts Say There's Even More Upside,"Amazon.com, Inc. (NASDAQ: AMZN) is delivering returns to investors even faster than it can deliver stuff to your door. Amazon's stock was surging Friday as investors responded to the delivery giant's strong fourth-quarter print, sending the company's market valuation above $1 trillion....",Benzinga
3712,2020-01-31 07:23:30-08:00,"Wall Street falls on virus concerns, Amazon limits losses","The S&P 500 and the Dow Jones Industrial Average slid on Friday, hit by worries over the impact of the coronavirus epidemic on global growth, while strong earnings from Amazon.com checked losses on the Nasdaq.",Reuters
3713,2020-01-31 07:03:54-08:00,"Amazon roars back into $1 trillion club, powered by one-day delivery boost","There is no stopping Amazon.com's revenue growth, Wall Street analysts said on Friday.",Reuters
3714,2020-01-31 06:55:00-08:00,Stocks start mostly lower but Amazon a big early gainer,"Stocks slide at the open, weighed by lingering worries over the coronavirus outbreak and perhaps end-of-the-month profit-taking and rebalancing efforts; Dow -0.7%, S&P -0.6%, Nasdaq -0.3%.The Dow lags following disappointing earnings results and/or guidance from Caterpillar (-1.1%), Exxon (-2.9%) and Visa (-2.5%), while Amazon's (+8.4%) stellar earnings report makes the Nasdaq an early outperformer.European bourses trade lower, with U.K.'s FTSE -0.8% and Germany's DAX and France's CAC both -0.6%; in Asia, Japan's Nikkei +1% and Hong Kong's Hang Seng -0.5%, while China's Shanghai Composite remains closed.In the U.S., a look at the S&P 500 sectors shows consumer discretionary (+1.4%) far ahead of the other groups on the back of strength in Amazon, while energy (-2.2%), materials (-1.3%) and financials (-0.8%) trade noticeably lower.U.S. Treasury prices tick up slightly, pushing both the two-year and 10-year yields a basis point lower to 1.38% and 1.55%, respectively; U.S. Dollar Index -0.2% to 97.69.WTI March crude oil -0.6% to $51.81/bbl.",Seeking Alpha
3715,2020-01-31 06:41:51-08:00,"S&P 500 opens lower on virus concerns, Amazon supports Nasdaq","The S&P 500 and the Dow Jones Industrial Average opened lower on Friday, hit by worries over the impact of the coronavirus epidemic on global growth, while the Nasdaq was supported by strong earnings from Amazon.com Inc .",Reuters
3716,2020-01-31 06:37:18-08:00,"US STOCKS SNAPSHOT-S&P 500 opens lower on virus concerns, Amazon supports Nasdaq","The S&P 500 and the Dow Jones Industrial Average opened lower on Friday, hit by worries over the impact of the coronavirus epidemic on global growth, while the Nasdaq was supported by strong earnings from Amazon.com Inc.",Reuters
3717,2020-01-31 06:20:00-08:00,"AMZN, NAV among premarket gainers",Navistar International (NYSE:NAV) +55% with Volkswagen finally making move for acquisition.NanoViricides (NYSEMKT:NNVC) +42% after confirming work on coronavirus treatment.Lianluo Smart (NASDAQ:LLIT) +27%.Syndax Pharmaceuticals (NASDAQ:SNDX) +24% on capital raise.Adient (NYSE:ADNT) +23% on Q1 earnings.Aduro BioTech (NASDAQ:ADRO) +20%.Cleveland BioLabs (NASDAQ:CBLI) +18% after confirming work on coronavirus treatment.Allied Healthcare Products (NASDAQ:AHPI) +16% after confirming work on coronavirus treatment.Amazon.com (NASDAQ:AMZN) +11% on Q4 earnings.OpGen (NASDAQ:OPGN) +12%.Co-Diagnostics (NASDAQ:CODX) +8% after confirming work on coronavirus treatment.BOQI International Medical (NASDAQ:BIMI) +8%.Aethlon Medical (NASDAQ:AEMD) +8%.Intelsat S.A. (NYSE:I) +8%.Workhorse Group (NASDAQ:WKHS) +7% after BTIG opened with a Buy rating on the stock.Itamar Medical (NASDAQ:ITMR) +7% on pricing upsized ADS offering.Western Digital (NASDAQ:WDC) +6% on Q2 earnings.CymaBay Therapeutics (NASDAQ:CBAY) +5%.Colgate-Palmolive (NYSE:CL) +6% on Q4 earnings.,Seeking Alpha
3718,2020-01-31 06:13:00-08:00,Amazon Blows Away Fourth-Quarter Earnings Estimates; Stock Soars After Hours,"Amazon.com, Inc. (NASDAQ: AMZN) late Thursday posted a 21% year-over-year increase in fourth-quarter 2019 revenue to $87.4 billion, and rang up a $12.9 billion shipping tab for the quarter, 43% higher than in the year-earlier quarter. But the big story was on the bottom line.  Amazon posted net...",Benzinga
3719,2020-01-31 06:00:00-08:00,Does UPS Have Too Much Amazon Business?,"UPS Inc. (NYSE: UPS) reported generally solid fourth-quarter operating results, though about $1.9 billion in charges for pension adjustments, network reconfiguration, and the settlement of a court fight with New York state over the alleged shipping of untaxed cigarettes weighed down its net income...",Benzinga
3720,2020-01-31 05:47:00-08:00,"Amazon has $3,200 bull case after earnings - RBC","Analysts are out positive on Amazon's (NASDAQ:AMZN) knockout holiday quarter report.Barclays analyst Ross Sandler says the print should put AWS fears to rest with ""only 100bps of deceleration and more dollar-adds Y/Y"" than Microsoft Azure and Google Cloud combined.Sandler recommends continuing to add to positions, saying shares are ""near an all-time trough and many investors are underexposed"" and seeing more ""room to run.""RBC Capital's Mark Mahaney raises his Amazon target from $2,500 to $2,700 and now sees a bull case at $3,200.The analyst says Amazon has been one of the most dislocated of the high-quality, large-cap stocks, and expects this to quickly change after the earnings report.More action: Morgan Stanley (Overweight) raises AMZN by $200 to $2,400; Bernstein (Market Perform) steps from $2,050 to $2,150; UBS (Buy) lifts the stock from $2,305 to $2,440.",Seeking Alpha
